-1.0,-1.0,-1.0,-1.0,-1.0
-0.33333,-1.0,-1.0,-1.0,-1.0
0.33334,-1.0,-1.0,-1.0,-1.0
-1.0,-0.33333,-1.0,-1.0,-1.0
-0.33333,-0.33333,-1.0,-1.0,-1.0
0.33334,-0.33333,-1.0,-1.0,-1.0
-1.0,0.33334,-1.0,-1.0,-1.0
-0.33333,0.33334,-1.0,-1.0,-1.0
0.33334,0.33334,-1.0,-1.0,-1.0
-1.0,-1.0,-0.33333,-1.0,-1.0
-0.33333,-1.0,-0.33333,-1.0,-1.0
0.33334,-1.0,-0.33333,-1.0,-1.0
-1.0,-0.33333,-0.33333,-1.0,-1.0
-0.33333,-0.33333,-0.33333,-1.0,-1.0
0.33334,-0.33333,-0.33333,-1.0,-1.0
-1.0,0.33334,-0.33333,-1.0,-1.0
-0.33333,0.33334,-0.33333,-1.0,-1.0
0.33334,0.33334,-0.33333,-1.0,-1.0
-1.0,-1.0,0.33334,-1.0,-1.0
-0.33333,-1.0,0.33334,-1.0,-1.0
0.33334,-1.0,0.33334,-1.0,-1.0
-1.0,-0.33333,0.33334,-1.0,-1.0
-0.33333,-0.33333,0.33334,-1.0,-1.0
0.33334,-0.33333,0.33334,-1.0,-1.0
-1.0,0.33334,0.33334,-1.0,-1.0
-0.33333,0.33334,0.33334,-1.0,-1.0
0.33334,0.33334,0.33334,-1.0,-1.0
-1.0,-1.0,-1.0,-0.33333,-1.0
-0.33333,-1.0,-1.0,-0.33333,-1.0
0.33334,-1.0,-1.0,-0.33333,-1.0
-1.0,-0.33333,-1.0,-0.33333,-1.0
-0.33333,-0.33333,-1.0,-0.33333,-1.0
0.33334,-0.33333,-1.0,-0.33333,-1.0
-1.0,0.33334,-1.0,-0.33333,-1.0
-0.33333,0.33334,-1.0,-0.33333,-1.0
0.33334,0.33334,-1.0,-0.33333,-1.0
-1.0,-1.0,-0.33333,-0.33333,-1.0
-0.33333,-1.0,-0.33333,-0.33333,-1.0
0.33334,-1.0,-0.33333,-0.33333,-1.0
-1.0,-0.33333,-0.33333,-0.33333,-1.0
-0.33333,-0.33333,-0.33333,-0.33333,-1.0
0.33334,-0.33333,-0.33333,-0.33333,-1.0
-1.0,0.33334,-0.33333,-0.33333,-1.0
-0.33333,0.33334,-0.33333,-0.33333,-1.0
0.33334,0.33334,-0.33333,-0.33333,-1.0
-1.0,-1.0,0.33334,-0.33333,-1.0
-0.33333,-1.0,0.33334,-0.33333,-1.0
0.33334,-1.0,0.33334,-0.33333,-1.0
-1.0,-0.33333,0.33334,-0.33333,-1.0
-0.33333,-0.33333,0.33334,-0.33333,-1.0
0.33334,-0.33333,0.33334,-0.33333,-1.0
-1.0,0.33334,0.33334,-0.33333,-1.0
-0.33333,0.33334,0.33334,-0.33333,-1.0
0.33334,0.33334,0.33334,-0.33333,-1.0
-1.0,-1.0,-1.0,0.33334,-1.0
-0.33333,-1.0,-1.0,0.33334,-1.0
0.33334,-1.0,-1.0,0.33334,-1.0
-1.0,-0.33333,-1.0,0.33334,-1.0
-0.33333,-0.33333,-1.0,0.33334,-1.0
0.33334,-0.33333,-1.0,0.33334,-1.0
-1.0,0.33334,-1.0,0.33334,-1.0
-0.33333,0.33334,-1.0,0.33334,-1.0
0.33334,0.33334,-1.0,0.33334,-1.0
-1.0,-1.0,-0.33333,0.33334,-1.0
-0.33333,-1.0,-0.33333,0.33334,-1.0
0.33334,-1.0,-0.33333,0.33334,-1.0
-1.0,-0.33333,-0.33333,0.33334,-1.0
-0.33333,-0.33333,-0.33333,0.33334,-1.0
0.33334,-0.33333,-0.33333,0.33334,-1.0
-1.0,0.33334,-0.33333,0.33334,-1.0
-0.33333,0.33334,-0.33333,0.33334,-1.0
0.33334,0.33334,-0.33333,0.33334,-1.0
-1.0,-1.0,0.33334,0.33334,-1.0
-0.33333,-1.0,0.33334,0.33334,-1.0
0.33334,-1.0,0.33334,0.33334,-1.0
-1.0,-0.33333,0.33334,0.33334,-1.0
-0.33333,-0.33333,0.33334,0.33334,-1.0
0.33334,-0.33333,0.33334,0.33334,-1.0
-1.0,0.33334,0.33334,0.33334,-1.0
-0.33333,0.33334,0.33334,0.33334,-1.0
0.33334,0.33334,0.33334,0.33334,-1.0
-1.0,-1.0,-1.0,-1.0,-0.33333
-0.33333,-1.0,-1.0,-1.0,-0.33333
0.33334,-1.0,-1.0,-1.0,-0.33333
-1.0,-0.33333,-1.0,-1.0,-0.33333
-0.33333,-0.33333,-1.0,-1.0,-0.33333
0.33334,-0.33333,-1.0,-1.0,-0.33333
-1.0,0.33334,-1.0,-1.0,-0.33333
-0.33333,0.33334,-1.0,-1.0,-0.33333
0.33334,0.33334,-1.0,-1.0,-0.33333
-1.0,-1.0,-0.33333,-1.0,-0.33333
-0.33333,-1.0,-0.33333,-1.0,-0.33333
0.33334,-1.0,-0.33333,-1.0,-0.33333
-1.0,-0.33333,-0.33333,-1.0,-0.33333
-0.33333,-0.33333,-0.33333,-1.0,-0.33333
0.33334,-0.33333,-0.33333,-1.0,-0.33333
-1.0,0.33334,-0.33333,-1.0,-0.33333
-0.33333,0.33334,-0.33333,-1.0,-0.33333
0.33334,0.33334,-0.33333,-1.0,-0.33333
-1.0,-1.0,0.33334,-1.0,-0.33333
-0.33333,-1.0,0.33334,-1.0,-0.33333
0.33334,-1.0,0.33334,-1.0,-0.33333
-1.0,-0.33333,0.33334,-1.0,-0.33333
-0.33333,-0.33333,0.33334,-1.0,-0.33333
0.33334,-0.33333,0.33334,-1.0,-0.33333
-1.0,0.33334,0.33334,-1.0,-0.33333
-0.33333,0.33334,0.33334,-1.0,-0.33333
0.33334,0.33334,0.33334,-1.0,-0.33333
-1.0,-1.0,-1.0,-0.33333,-0.33333
-0.33333,-1.0,-1.0,-0.33333,-0.33333
0.33334,-1.0,-1.0,-0.33333,-0.33333
-1.0,-0.33333,-1.0,-0.33333,-0.33333
-0.33333,-0.33333,-1.0,-0.33333,-0.33333
0.33334,-0.33333,-1.0,-0.33333,-0.33333
-1.0,0.33334,-1.0,-0.33333,-0.33333
-0.33333,0.33334,-1.0,-0.33333,-0.33333
0.33334,0.33334,-1.0,-0.33333,-0.33333
-1.0,-1.0,-0.33333,-0.33333,-0.33333
-0.33333,-1.0,-0.33333,-0.33333,-0.33333
0.33334,-1.0,-0.33333,-0.33333,-0.33333
-1.0,-0.33333,-0.33333,-0.33333,-0.33333
-0.33333,-0.33333,-0.33333,-0.33333,-0.33333
0.33334,-0.33333,-0.33333,-0.33333,-0.33333
-1.0,0.33334,-0.33333,-0.33333,-0.33333
-0.33333,0.33334,-0.33333,-0.33333,-0.33333
0.33334,0.33334,-0.33333,-0.33333,-0.33333
-1.0,-1.0,0.33334,-0.33333,-0.33333
-0.33333,-1.0,0.33334,-0.33333,-0.33333
0.33334,-1.0,0.33334,-0.33333,-0.33333
-1.0,-0.33333,0.33334,-0.33333,-0.33333
-0.33333,-0.33333,0.33334,-0.33333,-0.33333
0.33334,-0.33333,0.33334,-0.33333,-0.33333
-1.0,0.33334,0.33334,-0.33333,-0.33333
-0.33333,0.33334,0.33334,-0.33333,-0.33333
0.33334,0.33334,0.33334,-0.33333,-0.33333
-1.0,-1.0,-1.0,0.33334,-0.33333
-0.33333,-1.0,-1.0,0.33334,-0.33333
0.33334,-1.0,-1.0,0.33334,-0.33333
-1.0,-0.33333,-1.0,0.33334,-0.33333
-0.33333,-0.33333,-1.0,0.33334,-0.33333
0.33334,-0.33333,-1.0,0.33334,-0.33333
-1.0,0.33334,-1.0,0.33334,-0.33333
-0.33333,0.33334,-1.0,0.33334,-0.33333
0.33334,0.33334,-1.0,0.33334,-0.33333
-1.0,-1.0,-0.33333,0.33334,-0.33333
-0.33333,-1.0,-0.33333,0.33334,-0.33333
0.33334,-1.0,-0.33333,0.33334,-0.33333
-1.0,-0.33333,-0.33333,0.33334,-0.33333
-0.33333,-0.33333,-0.33333,0.33334,-0.33333
0.33334,-0.33333,-0.33333,0.33334,-0.33333
-1.0,0.33334,-0.33333,0.33334,-0.33333
-0.33333,0.33334,-0.33333,0.33334,-0.33333
0.33334,0.33334,-0.33333,0.33334,-0.33333
-1.0,-1.0,0.33334,0.33334,-0.33333
-0.33333,-1.0,0.33334,0.33334,-0.33333
0.33334,-1.0,0.33334,0.33334,-0.33333
-1.0,-0.33333,0.33334,0.33334,-0.33333
-0.33333,-0.33333,0.33334,0.33334,-0.33333
0.33334,-0.33333,0.33334,0.33334,-0.33333
-1.0,0.33334,0.33334,0.33334,-0.33333
-0.33333,0.33334,0.33334,0.33334,-0.33333
0.33334,0.33334,0.33334,0.33334,-0.33333
-1.0,-1.0,-1.0,-1.0,0.33334
-0.33333,-1.0,-1.0,-1.0,0.33334
0.33334,-1.0,-1.0,-1.0,0.33334
-1.0,-0.33333,-1.0,-1.0,0.33334
-0.33333,-0.33333,-1.0,-1.0,0.33334
0.33334,-0.33333,-1.0,-1.0,0.33334
-1.0,0.33334,-1.0,-1.0,0.33334
-0.33333,0.33334,-1.0,-1.0,0.33334
0.33334,0.33334,-1.0,-1.0,0.33334
-1.0,-1.0,-0.33333,-1.0,0.33334
-0.33333,-1.0,-0.33333,-1.0,0.33334
0.33334,-1.0,-0.33333,-1.0,0.33334
-1.0,-0.33333,-0.33333,-1.0,0.33334
-0.33333,-0.33333,-0.33333,-1.0,0.33334
0.33334,-0.33333,-0.33333,-1.0,0.33334
-1.0,0.33334,-0.33333,-1.0,0.33334
-0.33333,0.33334,-0.33333,-1.0,0.33334
0.33334,0.33334,-0.33333,-1.0,0.33334
-1.0,-1.0,0.33334,-1.0,0.33334
-0.33333,-1.0,0.33334,-1.0,0.33334
0.33334,-1.0,0.33334,-1.0,0.33334
-1.0,-0.33333,0.33334,-1.0,0.33334
-0.33333,-0.33333,0.33334,-1.0,0.33334
0.33334,-0.33333,0.33334,-1.0,0.33334
